,lead
49800,8-6424
49801,4-3872
49802,8-3413
49803,2-9722
49804,1-8084
49805,4-7234
49806,3-5682
49807,5-4961
49808,2-9085
49809,7-4109
49810,3-9772
49811,3-6838
49812,5-7462
49813,4-2071
49814,1-2587
49815,7-4458
49816,6-7549
49817,3-5432
49818,6-1715
49819,3-5857
49820,8-2983
49821,5-5506
49822,7-4579
49823,8-5455
49824,6-2275
49825,1-1185
49826,5-1095
49827,3-7488
49828,8-1189
49829,4-5428
49830,5-3425
49831,5-1114
49832,4-5922
49833,8-5715
49834,2-6309
49835,4-4458
49836,3-9794
49837,8-3810
49838,8-2783
49839,3-2722
49840,5-1060
49841,7-7737
49842,3-8429
49843,3-6294
49844,8-4979
49845,4-0048
49846,4-8984
49847,7-9986
49848,3-5294
49849,8-2183
49850,8-2798
49851,3-2948
49852,5-1968
49853,3-7501
49854,4-6856
49855,4-5259
49856,6-4568
49857,2-1600
49858,1-8725
49859,1-0902
49860,4-5018
49861,5-9932
49862,2-1407
49863,6-6407
49864,5-9126
49865,6-0601
49866,3-2152
49867,3-8700
49868,8-4597
49869,5-3087
49870,7-0128
49871,4-7447
49872,3-9838
49873,1-0719
49874,4-4015
49875,4-2664
49876,7-8539
49877,7-0024
49878,3-5818
49879,5-4966
49880,1-0432
49881,8-7021
49882,7-0484
49883,2-4450
49884,2-3594
49885,7-0253
49886,7-4831
49887,7-3954
49888,2-3553
49889,3-6013
49890,6-8023
49891,7-6571
49892,3-2350
49893,3-4094
49894,5-7958
49895,2-7648
49896,7-0634
49897,7-9198
49898,7-5439
49899,4-7446
49900,6-0547
49901,7-8909
49902,2-2431
49903,5-5632
49904,1-3426
49905,1-5171
49906,6-2731
49907,8-6199
49908,6-9904
49909,7-1253
49910,7-4980
49911,5-8786
49912,2-3656
49913,4-9105
49914,3-8034
49915,8-4365
49916,5-8767
49917,5-1888
49918,3-1900
49919,5-2891
49920,1-2524
49921,7-6058
49922,3-1769
49923,8-6345
49924,6-2746
49925,5-6217
49926,8-5181
49927,3-9805
49928,3-7826
49929,1-8418
49930,3-7493
49931,4-8171
49932,8-3307
49933,4-7880
49934,7-5891
49935,4-5998
49936,3-4151
49937,5-2399
49938,2-1724
49939,3-8896
49940,8-7240
49941,6-3425
49942,5-0199
49943,7-6045
49944,4-9233
49945,8-6901
49946,4-7536
49947,4-2288
49948,5-7423
49949,2-0931
49950,8-1701
49951,1-2101
49952,5-8678
49953,4-7547
49954,7-9958
49955,5-7808
49956,4-0160
49957,7-7748
49958,8-2593
49959,3-9454
49960,5-0133
49961,6-3670
49962,5-5602
49963,2-5472
49964,7-7323
49965,5-7060
49966,7-1811
49967,7-4576
49968,8-3991
49969,5-5942
49970,1-6830
49971,7-6086
49972,7-8829
49973,1-2198
49974,7-1093
49975,5-2803
49976,4-7617
49977,1-6571
49978,1-3323
49979,2-2905
49980,2-0665
49981,3-2546
49982,8-9269
49983,3-2325
49984,3-6277
49985,1-7458
49986,2-7357
49987,5-6896
49988,4-2400
49989,7-4032
49990,4-0751
49991,2-8936
49992,5-6428
49993,7-0640
49994,6-6912
49995,2-2889
49996,8-6649
49997,6-5380
49998,3-4018
49999,8-3368
50000,3-1945
50001,7-5593
50002,5-4261
50003,4-1188
50004,2-6647
50005,6-2212
50006,6-5416
50007,7-5058
50008,7-2647
50009,7-1905
50010,1-4316
50011,1-1303
50012,8-0276
50013,5-7042
50014,6-2523
50015,4-5751
50016,1-5690
50017,1-9031
50018,8-1035
50019,2-8017
50020,4-8098
50021,4-6187
50022,2-1095
50023,1-5530
50024,2-3289
50025,2-8851
50026,3-0893
50027,5-7160
50028,2-2840
50029,2-2162
50030,7-1084
50031,7-7810
50032,1-8967
50033,8-3455
50034,8-2512
50035,2-7149
50036,7-2179
50037,5-6613
50038,2-1050
50039,7-4342
50040,3-6018
50041,5-3474
50042,8-9976
50043,2-6006
50044,5-1082
50045,3-5567
50046,4-5133
50047,8-6196
50048,6-7964
50049,3-9497
50050,8-9763
50051,2-3266
50052,3-3931
50053,2-9944
50054,5-9197
50055,1-1653
50056,8-3089
50057,3-2833
50058,3-4215
50059,5-8546
50060,3-2362
50061,2-2863
50062,1-5890
50063,2-7682
50064,6-3832
50065,8-7645
50066,7-1269
50067,1-7400
50068,4-7556
50069,2-8604
50070,6-1962
50071,7-2908
50072,2-9612
50073,4-6692
50074,4-4656
50075,8-9848
50076,1-3607
50077,2-4002
50078,3-2110
50079,7-5771
50080,8-3212
50081,7-8050
50082,7-2400
50083,1-6517
50084,1-4750
50085,7-7649
50086,2-9395
50087,5-7226
50088,7-6357
50089,6-4126
50090,8-9137
50091,2-0211
50092,4-8226
50093,7-0504
50094,1-1556
50095,4-1219
50096,4-2583
50097,7-7282
50098,5-2317
50099,2-5500
50100,6-2481
50101,8-1488
50102,2-0535
50103,1-2270
50104,5-3207
50105,2-1390
50106,2-6948
50107,3-5415
50108,7-2222
50109,8-3290
50110,8-3738
50111,8-1169
50112,4-7061
50113,1-7589
50114,7-4870
50115,6-2842
50116,6-3691
50117,1-0968
50118,6-2815
50119,3-4820
50120,5-7505
50121,1-0883
50122,1-1977
50123,4-1539
50124,6-5928
50125,8-1704
50126,4-9566
50127,8-1306
50128,5-5788
50129,2-8020
50130,1-5799
50131,5-5609
50132,4-2182
50133,3-6609
50134,2-7473
50135,6-1267
50136,8-0449
50137,5-0569
50138,5-1909
50139,4-4151
50140,7-8649
50141,3-8112
50142,8-8956
50143,8-4254
50144,1-2903
50145,7-1386
50146,3-2659
50147,4-7817
50148,3-4355
50149,2-9333
50150,8-2078
50151,5-1184
50152,3-7088
50153,8-1181
50154,8-6682
50155,7-0345
50156,1-9615
50157,1-5339
50158,6-3158
50159,1-8637
50160,5-6012
50161,6-6461
50162,7-0777
50163,3-8381
50164,5-0402
50165,7-0893
50166,6-1314
50167,6-9295
50168,6-4507
50169,1-5974
50170,4-5702
50171,4-8330
50172,5-5529
50173,4-5571
50174,3-3443
50175,4-3120
50176,2-6884
50177,6-1123
50178,6-0314
50179,2-1036
50180,2-7686
50181,8-9423
50182,7-2582
50183,4-1892
50184,4-0053
50185,3-4178
50186,1-7885
50187,6-2247
50188,1-1479
50189,7-0545
50190,4-4875
50191,2-4361
50192,7-9033
50193,2-9401
50194,2-6768
50195,2-1277
50196,5-1857
50197,7-0874
50198,4-0734
50199,6-2321
50200,1-9279
50201,8-3388
50202,4-9841
50203,3-7267
50204,5-7487
50205,2-4584
50206,8-8368
50207,4-2420
50208,2-3151
50209,4-3804
50210,2-2042
50211,8-1537
50212,8-4079
50213,4-0401
50214,5-4444
50215,7-3238
50216,6-1426
50217,1-5130
50218,3-3898
50219,3-7360
50220,4-1906
50221,1-7989
50222,1-4555
50223,1-4254
50224,3-8058
50225,2-0731
50226,3-1670
50227,3-6096
50228,2-9581
50229,3-0876
50230,5-1821
50231,4-4160
50232,6-8553
50233,3-2907
50234,8-7788
50235,3-4506
50236,2-3904
50237,4-5868
50238,2-8426
50239,8-4123
50240,8-5761
50241,7-1696
50242,4-8841
50243,4-6435
50244,2-3610
50245,5-3267
50246,6-4751
50247,6-7667
50248,3-9172
50249,4-6507
50250,8-0902
50251,6-9013
50252,8-2367
50253,6-4158
50254,6-5284
50255,3-0020
50256,1-5336
50257,2-0751
50258,7-5033
50259,6-3853
50260,4-0990
50261,8-2025
50262,2-4475
50263,1-5810
50264,4-3554
50265,8-8898
50266,2-1237
50267,2-3824
50268,6-6477
50269,7-1784
50270,3-2603
50271,4-0220
50272,8-2330
50273,5-3637
50274,3-2479
50275,4-3154
50276,3-7016
50277,6-0026
50278,3-5613
50279,8-0797
50280,5-2620
50281,5-0134
50282,4-6327
50283,5-8097
50284,4-8287
50285,3-4989
50286,7-6110
50287,5-0294
50288,4-2316
50289,2-7111
50290,3-9405
50291,2-8213
50292,8-2643
50293,4-4415
50294,8-7028
50295,1-1130
50296,2-4204
50297,1-4084
50298,1-9839
50299,4-5186
50300,7-0004
50301,4-9310
50302,6-8827
50303,4-8088
50304,2-0051
50305,1-3204
50306,2-8688
50307,1-8662
50308,8-0143
50309,7-5676
50310,6-0473
50311,1-7032
50312,7-0911
50313,4-4601
50314,6-1481
50315,1-5586
50316,8-6754
50317,8-3567
50318,3-1047
50319,2-2482
50320,6-8155
50321,5-4741
50322,5-0234
50323,1-4988
50324,5-3461
50325,8-2403
50326,1-0157
50327,3-6207
50328,2-9564
50329,3-4465
50330,5-2503
50331,6-8927
50332,2-5070
50333,1-7830
50334,1-0560
50335,3-1893
50336,5-3557
50337,4-4872
50338,6-4590
50339,5-7675
50340,5-4629
50341,1-5408
50342,7-1083
50343,2-2006
50344,8-2786
50345,1-5064
50346,7-5943
50347,3-0443
50348,7-8471
50349,4-2318
50350,2-2333
50351,7-6501
50352,7-1713
50353,7-5885
50354,7-8832
50355,6-9262
50356,7-1690
50357,1-0198
50358,1-5284
50359,2-9732
50360,6-6409
50361,1-2511
50362,7-8891
50363,6-1823
50364,8-1743
50365,6-6474
50366,3-3818
50367,1-9739
50368,6-1597
50369,1-8329
50370,5-8233
50371,7-4780
50372,6-4486
50373,4-2568
50374,6-7729
50375,4-1180
50376,2-3189
50377,6-2870
50378,7-4645
50379,7-5206
50380,2-7819
50381,3-6357
50382,7-1669
50383,8-8595
50384,8-9902
50385,1-1100
50386,1-7962
50387,2-4520
50388,4-3410
50389,8-5851
50390,4-8646
50391,2-4549
50392,3-6816
50393,2-5661
50394,7-4575
50395,2-4795
50396,8-2755
50397,8-7002
50398,2-4154
50399,8-0020
50400,6-1747
50401,8-5135
50402,7-7167
50403,4-7765
50404,4-4438
50405,8-7552
50406,7-0207
50407,1-4014
50408,8-3443
50409,6-1273
50410,4-1558
50411,2-8556
50412,5-7529
50413,5-4890
50414,6-5782
50415,5-9950
50416,7-2618
50417,1-6278
50418,8-8420
50419,7-1390
50420,4-4108
50421,6-1021
50422,2-8629
50423,8-9698
50424,1-3497
50425,6-6690
50426,3-0741
50427,1-2194
50428,1-9306
50429,5-1526
50430,4-1404
50431,8-2315
50432,6-3362
50433,3-2821
50434,1-7109
50435,3-2391
50436,1-5788
50437,7-5518
50438,8-7739
50439,1-6349
50440,7-3847
50441,8-4479
50442,2-5503
50443,8-4518
50444,4-5152
50445,1-9440
50446,3-4888
50447,2-6353
50448,4-1813
50449,5-2304
50450,8-0872
50451,2-9583
50452,1-1396
50453,6-4789
50454,5-5210
50455,4-6037
50456,6-9225
50457,3-2043
50458,8-3077
50459,4-0613
50460,4-2761
50461,7-3315
50462,3-3546
50463,4-3065
50464,5-4925
50465,5-6192
50466,2-3001
50467,2-2847
50468,6-0699
50469,8-5486
50470,4-3796
50471,1-5051
50472,5-4021
50473,6-1917
50474,6-9592
50475,2-8219
50476,5-3537
50477,6-7931
50478,4-4570
50479,1-8561
50480,4-8924
50481,1-0672
50482,1-2502
50483,3-3038
50484,6-1469
50485,1-1661
50486,2-3817
50487,8-9449
50488,3-6647
50489,1-3597
50490,6-3689
50491,7-0888
50492,2-0121
50493,3-2692
50494,4-9739
50495,3-0993
50496,5-8300
50497,8-0361
50498,2-1628
50499,3-4177
50500,1-4975
50501,7-0274
50502,7-4965
50503,4-3246
50504,3-3783
50505,8-2837
50506,7-2556
50507,3-4816
50508,3-4595
50509,8-0116
50510,7-0675
50511,7-2098
50512,4-4541
50513,5-3902
50514,7-1018
50515,1-0493
50516,6-9220
50517,2-3069
50518,5-8715
50519,7-4524
50520,5-8172
50521,4-9503
50522,5-9402
50523,4-7177
50524,7-7309
50525,8-9444
50526,6-3333
50527,2-7146
50528,8-2919
50529,8-6097
50530,5-1679
50531,6-8027
50532,1-4953
50533,8-1036
50534,8-4378
50535,1-4448
50536,6-2687
50537,6-1589
50538,8-7580
50539,3-5722
50540,6-6492
50541,4-3174
50542,3-9647
50543,5-5646
50544,1-3080
50545,4-4844
50546,8-9410
50547,2-1716
50548,6-8244
50549,2-0515
50550,7-1832
50551,6-3238
50552,3-5178
50553,4-9256
50554,2-1583
50555,4-6991
50556,5-1545
50557,5-2555
50558,7-8747
50559,8-8034
50560,7-5030
50561,7-8416
50562,7-3361
50563,4-3764
50564,8-3245
50565,5-5727
50566,4-1723
50567,8-8878
50568,4-8015
50569,3-4560
50570,1-8265
50571,4-1314
50572,3-2808
50573,8-4869
50574,4-4387
50575,4-4236
50576,2-7506
50577,2-6550
50578,5-5350
50579,7-5925
50580,4-5127
50581,7-7087
50582,2-5008
50583,5-3496
50584,7-8674
50585,3-6255
50586,4-5394
50587,5-3547
50588,8-3545
50589,1-0487
50590,5-9779
50591,3-9999
50592,2-5588
50593,8-5184
50594,6-0771
50595,8-6137
50596,4-0907
50597,6-0893
50598,3-3161
50599,4-6446
50600,6-4852
50601,6-5110
50602,6-5764
50603,8-3539
50604,3-8141
50605,7-7746
50606,6-3505
50607,4-3225
50608,2-8224
50609,2-1117
50610,8-9634
50611,1-9027
50612,5-8478
50613,6-5474
50614,2-2215
50615,8-8724
50616,5-4828
50617,4-1049
50618,7-0814
50619,4-7462
50620,5-6733
50621,2-9842
50622,3-4829
50623,8-7259
50624,6-9616
50625,3-5220
50626,4-5188
50627,3-8613
50628,1-9671
50629,2-6483
50630,7-1218
50631,5-5246
50632,2-0559
50633,2-7048
50634,8-8290
50635,3-5034
50636,7-5160
50637,4-9314
50638,6-4070
50639,2-4655
50640,7-1686
50641,6-2707
50642,5-1788
50643,8-5573
50644,8-2348
50645,1-8174
50646,3-9670
50647,5-4722
50648,1-7896
50649,6-7149
50650,7-4733
50651,3-9287
50652,2-7620
50653,2-3174
50654,3-1067
50655,6-4545
50656,5-0315
50657,8-0278
50658,3-8921
50659,3-5810
50660,6-5763
50661,5-9508
50662,1-9097
50663,5-5633
50664,5-0027
50665,1-9372
50666,7-6927
50667,5-8324
50668,7-2096
50669,8-2032
50670,8-6877
50671,1-8467
50672,2-2393
50673,1-8929
50674,8-6711
50675,6-3852
50676,5-2625
50677,7-6539
50678,6-6928
50679,3-7556
50680,7-2135
50681,6-9992
50682,6-4091
50683,3-0323
50684,5-1355
50685,8-6717
50686,6-7562
50687,2-0385
50688,1-4558
50689,3-1307
50690,4-3623
50691,6-1839
50692,1-7808
50693,5-7912
50694,1-4348
50695,4-7774
50696,2-6191
50697,2-9349
50698,7-0816
50699,6-9265
50700,3-6366
50701,7-2416
50702,1-7022
50703,3-8707
50704,2-1782
50705,5-3315
50706,1-5463
50707,1-1248
50708,6-4556
50709,5-8017
50710,8-3127
50711,2-7391
50712,7-8569
50713,1-0858
50714,5-6954
50715,5-0311
50716,3-9414
50717,7-7143
50718,7-2547
50719,3-1897
50720,2-6567
50721,3-4798
50722,2-1051
50723,3-5684
50724,7-7911
50725,8-1604
50726,8-2220
50727,6-0397
50728,5-2140
50729,2-6628
50730,3-3186
50731,2-1279
50732,4-0094
50733,4-3723
50734,7-5061
50735,7-8072
50736,4-3825
50737,7-2643
50738,6-8029
50739,2-3869
50740,7-0471
50741,3-2740
50742,4-9138
50743,7-8586
50744,3-2744
50745,7-3311
50746,4-4206
50747,1-2998
50748,3-3553
50749,6-2553
50750,8-2710
50751,8-9616
50752,7-4762
50753,1-7079
50754,4-1353
50755,5-8962
50756,6-1513
50757,4-6034
50758,7-5085
50759,6-6236
50760,7-1382
50761,5-4088
50762,5-5986
50763,7-7701
50764,6-6405
50765,3-0878
50766,6-1588
50767,6-1449
50768,5-1121
50769,1-9386
50770,4-4283
50771,6-5619
50772,5-8728
50773,2-9974
50774,2-2321
50775,5-7766
50776,5-4792
50777,3-5553
50778,2-3884
50779,7-8624
50780,1-0139
50781,3-8472
50782,4-3254
50783,7-8833
50784,4-2740
50785,7-9109
50786,4-9725
50787,4-4362
50788,1-6240
50789,5-8114
50790,5-4855
50791,4-3363
50792,8-0265
50793,1-2119
50794,7-3496
50795,5-4433
50796,2-9316
50797,7-6622
50798,8-7982
50799,2-6184
50800,5-9989
50801,5-2516
50802,1-2957
50803,6-0773
50804,2-1668
50805,7-2991
50806,4-8086
50807,8-7906
50808,1-5431
50809,3-4476
50810,1-6437
50811,7-6987
50812,4-6440
50813,3-4659
50814,1-6149
50815,4-9600
50816,1-0279
50817,1-4944
50818,7-5650
50819,6-7535
50820,6-5305
50821,6-2742
50822,4-2113
50823,3-2986
50824,8-5632
50825,2-1128
50826,8-1225
50827,8-0092
50828,6-2614
50829,7-3257
50830,1-6646
50831,1-2854
50832,8-4596
50833,5-3021
50834,4-8652
50835,7-5280
50836,6-6481
50837,3-6820
50838,7-2901
50839,3-6573
50840,6-6408
50841,2-6828
50842,7-5495
50843,6-1550
50844,2-6996
50845,1-4226
50846,1-1842
50847,3-9797
50848,4-3893
50849,8-5531
50850,7-9826
50851,3-2793
50852,3-8328
50853,5-2672
50854,7-9828
50855,7-4242
50856,5-7107
50857,6-7122
50858,3-2775
50859,4-0743
50860,2-6743
50861,4-7060
50862,1-5614
50863,4-6150
50864,7-7952
50865,2-3205
50866,8-5048
50867,1-8407
50868,3-3521
50869,5-9699
50870,5-3804
50871,5-9790
50872,5-2426
50873,1-8972
50874,7-7605
50875,2-1910
50876,4-6755
50877,8-0565
50878,1-6140
50879,7-8782
50880,2-7610
50881,5-9275
50882,2-9650
50883,7-8548
50884,1-2837
50885,1-1044
50886,3-3181
50887,3-5020
50888,8-0781
50889,3-4479
50890,1-0741
50891,5-0212
50892,1-8646
50893,3-0114
50894,3-4695
50895,5-9841
50896,6-1083
50897,5-3883
50898,8-9844
50899,7-7443
50900,8-4733
50901,6-5749
50902,2-9794
50903,3-2304
50904,2-0418
50905,3-2423
50906,4-2139
50907,3-9145
50908,1-7846
50909,2-9062
50910,6-2899
50911,6-3028
50912,6-6028
50913,3-3545
50914,7-0686
50915,7-1248
50916,6-2757
50917,2-6835
50918,5-9190
50919,6-4816
50920,5-7106
50921,5-0358
50922,5-9336
50923,2-5462
50924,4-2695
50925,2-1811
50926,7-9370
50927,6-5734
50928,5-1372
50929,8-1356
50930,3-4570
50931,6-8101
50932,6-3369
50933,8-4425
50934,6-6790
50935,1-1476
50936,5-1483
50937,4-7040
50938,6-4993
50939,7-9549
50940,6-7713
50941,4-4867
50942,3-0651
50943,7-9944
50944,7-9200
50945,1-5118
50946,1-3316
50947,6-0710
50948,3-5502
50949,6-1930
50950,2-8267
50951,6-3177
50952,4-6513
50953,8-2219
50954,7-0336
50955,3-4511
50956,1-7683
50957,4-4819
50958,8-1391
50959,6-2297
50960,6-6809
50961,6-0914
50962,3-5743
50963,2-9642
50964,4-1950
50965,8-2250
50966,1-1108
50967,1-3175
50968,2-2586
50969,7-7659
50970,7-5045
50971,8-1335
50972,8-5705
50973,6-4988
50974,5-8418
50975,5-0818
50976,7-9281
50977,3-6081
50978,4-5091
50979,1-1737
50980,1-5206
50981,5-7227
50982,3-6259
50983,7-7561
50984,2-7488
50985,5-8752
50986,8-2948
50987,2-5312
50988,1-5452
50989,4-9193
50990,7-0372
50991,1-1456
50992,6-8104
50993,3-8232
50994,8-7911
50995,1-1449
50996,6-8205
50997,2-9936
50998,4-1307
50999,8-6969
51000,2-7053
51001,6-4375
51002,2-1674
51003,5-6925
51004,3-2092
51005,3-7739
51006,2-8832
51007,5-3322
51008,1-4174
51009,8-5070
51010,7-5399
51011,1-7988
51012,1-9888
51013,3-4729
51014,8-7478
51015,5-5575
51016,3-2318
51017,2-9780
51018,6-2935
51019,6-7408
51020,3-9557
51021,3-2629
51022,8-6609
51023,2-6071
51024,7-4513
51025,4-0868
51026,3-7158
51027,1-8898
51028,3-8574
51029,1-5277
51030,4-4395
51031,2-3161
51032,3-0605
51033,4-0278
51034,5-6019
51035,3-8854
51036,2-6463
51037,1-2912
51038,3-8843
51039,4-4775
51040,7-8986
51041,4-8717
51042,6-2424
51043,7-6137
51044,1-5907
51045,4-3892
51046,8-9717
51047,2-2992
51048,2-8692
51049,2-5117
51050,8-7340
51051,4-0326
51052,2-0256
51053,8-5210
51054,7-8088
51055,4-3182
51056,8-5577
51057,7-6107
51058,7-9771
51059,2-4856
51060,6-9658
51061,2-6459
51062,5-4007
51063,6-6749
51064,4-0572
51065,7-9547
51066,2-6603
51067,6-6810
51068,5-8645
51069,4-7961
51070,8-0583
51071,4-9469
51072,3-1590
51073,4-9988
51074,7-5569
51075,8-2383
51076,7-2023
51077,4-8411
51078,2-5772
51079,3-6397
51080,3-5652
51081,7-7031
51082,5-5042
51083,7-1239
51084,5-9033
51085,2-3827
51086,2-3163
51087,6-0762
51088,6-0949
51089,3-5594
51090,4-6999
51091,1-9552
51092,7-9427
51093,4-6916
51094,7-0158
51095,7-1960
51096,1-8844
51097,5-5763
51098,6-2140
51099,5-4751
51100,1-9287
51101,1-3508
51102,7-8366
51103,6-2667
51104,6-0599
51105,5-7475
51106,5-3648
51107,7-2918
51108,8-1409
51109,2-9331
51110,2-1417
51111,3-0836
51112,5-9236
51113,5-8424
51114,3-4977
51115,6-6299
51116,4-5281
51117,7-8409
51118,2-7750
51119,5-1349
51120,7-3580
51121,7-4588
51122,3-6677
51123,8-4370
51124,4-8131
51125,3-9775
51126,3-8801
51127,7-9430
51128,5-4478
51129,7-7006
51130,8-6559
51131,1-6755
51132,5-9073
51133,7-2282
51134,4-6121
51135,7-9106
51136,3-6225
51137,1-6530
51138,5-4538
51139,7-7121
51140,1-5316
51141,5-3508
51142,3-0870
51143,4-8170
51144,1-4107
51145,4-0402
51146,2-3508
51147,8-5910
51148,4-8429
51149,4-6137
51150,4-2297
51151,5-5057
51152,2-9813
51153,6-4943
51154,4-7632
51155,7-5794
51156,3-2148
51157,1-6728
51158,2-2658
51159,5-4061
51160,3-3255
51161,4-0505
51162,3-2690
51163,5-3268
51164,6-9723
51165,5-5538
51166,5-7153
51167,8-9169
51168,5-0827
51169,1-5493
51170,6-3218
51171,2-0976
51172,3-1417
51173,3-7018
51174,5-0797
51175,6-1196
51176,8-1772
51177,5-3923
51178,1-6808
51179,4-6759
51180,3-4907
51181,6-9399
51182,7-5000
51183,6-1359
51184,8-4934
51185,7-1477
51186,6-4236
51187,3-2969
51188,7-9036
51189,1-6258
51190,5-1330
51191,4-4704
51192,3-5273
51193,5-1126
51194,3-6316
51195,8-4130
51196,6-3829
51197,1-9063
51198,5-1145
51199,6-7905
51200,3-1116
51201,7-3033
51202,7-6299
51203,2-2744
51204,5-2268
51205,5-3798
51206,1-4294
51207,7-7603
51208,7-1360
51209,2-2423
51210,6-0619
51211,8-4604
51212,4-8688
51213,3-2887
51214,5-1827
51215,2-0213
51216,3-8064
51217,1-7642
51218,6-3395
51219,7-6867
51220,5-1691
51221,8-0101
51222,3-9292
51223,1-2788
51224,6-5685
51225,2-6669
51226,6-3474
51227,1-1237
51228,1-5615
51229,3-2270
51230,8-3623
51231,7-9135
51232,5-8553
51233,4-2928
51234,1-0613
51235,6-1721
51236,5-0768
51237,5-8528
51238,1-7898
51239,8-6058
51240,1-2589
51241,6-3902
51242,4-7633
51243,2-6956
51244,3-3209
51245,3-2772
51246,3-2104
51247,2-0310
51248,1-6454
51249,4-0017
51250,7-8010
51251,6-5719
51252,6-9966
51253,5-8993
51254,6-6932
51255,5-8099
51256,3-7657
51257,4-7888
51258,4-5731
51259,1-3343
51260,5-6958
51261,2-5989
51262,6-7542
51263,5-2843
51264,5-4679
51265,3-2418
51266,4-6117
51267,2-2957
51268,1-6739
51269,1-3634
51270,5-4608
51271,3-2677
51272,7-7432
51273,2-4541
51274,3-8524
51275,2-6821
51276,5-9338
51277,4-6466
51278,5-0071
51279,3-6017
51280,6-9772
51281,3-6797
51282,3-8923
51283,5-0558
51284,4-7168
51285,5-5404
51286,5-8052
51287,4-3530
51288,3-1318
51289,7-0921
51290,4-2462
51291,4-2385
51292,7-3324
51293,8-4949
51294,1-8093
51295,7-4745
51296,5-3785
51297,3-9040
51298,1-1262
51299,4-1252
51300,5-4469
51301,5-0064
51302,5-6612
51303,8-2163
51304,8-8068
51305,5-1420
51306,4-2475
51307,8-1525
51308,5-4382
51309,6-9642
51310,8-0862
51311,3-6470
51312,7-5488
51313,1-6326
51314,7-1758
51315,5-5083
51316,4-0371
51317,4-3553
51318,5-8982
51319,1-6580
51320,2-2935
51321,8-6875
51322,2-2936
51323,7-9261
51324,7-8993
51325,8-9472
51326,3-6888
51327,1-7986
51328,1-8995
51329,6-7455
51330,1-0963
51331,7-6331
51332,8-2368
51333,4-6813
51334,7-7611
51335,6-2460
51336,7-1006
51337,7-2589
51338,1-5951
51339,3-1588
51340,7-5127
51341,1-1481
51342,7-2749
51343,7-6012
51344,3-5645
51345,8-4514
51346,5-9109
51347,1-1672
51348,7-7912
51349,4-2616
51350,8-0108
51351,4-1720
51352,1-4830
51353,1-9760
51354,6-0116
51355,8-9705
51356,6-0372
51357,1-7307
51358,8-3759
51359,2-1409
51360,5-4723
51361,4-3975
51362,4-0435
51363,2-9776
51364,4-8209
51365,3-1106
51366,8-4612
51367,7-1146
51368,5-3552
51369,6-6906
51370,2-6880
51371,6-2328
51372,5-0804
51373,2-2774
51374,5-2996
51375,8-7091
51376,8-6009
51377,8-4786
51378,6-1510
51379,3-4289
51380,3-2649
51381,4-6741
51382,4-0942
51383,8-2422
51384,1-4478
51385,5-3020
51386,1-6209
51387,7-6707
51388,6-8625
51389,2-0286
51390,7-7938
51391,6-4227
51392,5-6573
51393,1-1601
51394,6-0538
51395,1-7415
51396,4-7955
51397,7-2914
51398,6-5849
51399,6-4647
51400,2-9915
51401,2-8659
51402,1-1475
51403,1-8284
51404,8-1031
51405,1-9421
51406,8-7614
51407,4-1015
51408,5-0339
51409,5-8503
51410,8-2167
51411,5-1437
51412,1-5135
51413,3-6921
51414,1-2704
51415,7-1030
51416,4-9927
51417,5-5607
51418,2-8463
51419,2-1405
51420,2-8485
51421,2-2665
51422,2-1889
51423,7-1180
51424,3-6707
51425,1-6442
51426,5-5427
51427,1-2958
51428,5-2100
51429,6-0090
51430,4-0059
51431,7-5615
51432,8-9141
51433,5-7073
51434,2-9474
51435,1-4127
51436,2-1181
51437,6-6595
51438,1-5126
51439,5-6963
51440,1-4421
51441,7-9050
51442,6-4922
51443,6-4906
51444,2-5534
51445,1-9413
51446,1-4197
51447,3-7436
51448,8-9396
51449,6-6642
51450,7-6540
51451,2-7113
51452,3-5568
51453,6-9380
51454,4-7351
51455,2-0688
51456,4-2027
51457,2-5844
51458,5-4386
51459,3-3868
51460,7-4490
51461,5-9463
51462,2-7189
51463,6-9326
51464,6-7678
51465,4-6751
51466,8-6065
51467,2-2348
51468,8-7114
51469,1-3965
51470,4-4502
51471,3-8199
51472,7-0782
51473,3-1795
51474,7-5992
51475,1-3148
51476,1-0502
51477,7-2228
51478,2-5454
51479,3-7819
51480,5-6538
51481,3-4874
51482,5-2985
51483,1-4696
51484,6-1434
51485,4-7820
51486,2-4298
51487,5-5827
51488,2-0398
51489,1-5215
51490,2-4038
51491,6-6063
51492,4-2057
51493,6-7349
51494,4-7296
51495,2-5447
51496,7-6675
51497,8-1817
51498,3-1357
51499,7-7325
51500,2-7816
51501,1-7740
51502,4-4571
51503,2-2599
51504,1-6168
51505,5-2976
51506,4-8308
51507,8-3110
51508,2-3136
51509,5-4715
51510,4-7331
51511,1-4050
51512,7-9810
